,date,tweet,cleaning_the_tweets,len,Textblob,Vader
2203,2019-07-16 00:30:57,"RT @bwtrilogy: steve, flustered: what? no? im not here to see iron man what?? i dont even who that is and for the record thats the ugl",bwtrilogy steve flustered im see iron man dont even rd thats ugl,64,0,-1
2204,2019-07-16 00:30:57,@Anthony57366401 @YorozuyaBoss @EvanFilarca Eeek I hope thats not the case. I for one really like MCU Spidey (but https://t.co/CUHl6s8ONp,anthony yorozuyaboss evanfilarca eeek hope thats case one really like mcu spidey cuhl onp,89,1,1
2205,2019-07-16 00:31:00,honestly one of my favorite scenes in the entire mcu,honestly one favorite scenes entire mcu,39,1,1
2206,2019-07-16 00:31:00,@sinceridadxs thor?,sinceridadxs thor,17,0,0
2207,2019-07-16 00:31:02,"I find MCU Turk very entertaining for as awful a person as he is, but this is a pretty classic Turk and DD moment. https://t.co/NkMgpik1a3",find mcu turk ente aining awful person pretty classic turk dd moment nkmgpik,76,-1,1
2208,2019-07-16 00:31:08,"Superior to what? You being racist, chump?",superior racist chump,21,1,-1
2209,2019-07-16 00:31:11,RT @gwynethpa1trow: rt if u agree that mcu ROBBED PEPPER AND HOPE INTERACTIONS from us https://t.co/ivFJGywlKz,gwynethpa trow u agree mcu robbed pepper hope interactions us ivfjgywlkz,72,0,1
2210,2019-07-16 00:31:11,"RT @MarveIFacts: #SpiderManFarFromHome currently has a 96% audience score on Rotten Tomatoes, the highest in the MCU

The lowest in the MCU",marveifacts spidermanfarfromhome currently audience rotten tomatoes highest mcu lowest mcu,90,0,-1
2211,2019-07-16 00:31:13,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
2212,2019-07-16 00:31:15,"RT @Hello_Bryan97: Maybe if youd had actually listened to what people are complaining about, instead of generalizing, maybe youd understa",hello bryan maybe youd actually listened people mplaining instead generalizing maybe youd understa,98,0,0
2213,2019-07-16 00:31:16,RT @flkrofhemsworth: if Liam Payne says he wants a new movie instead of Endgame then you make a new one https://t.co/7rA7se1B56,flkrofhemswo h liam payne says wants new movie instead endgame make new one ra se b,83,1,0
2214,2019-07-16 00:31:18,@akumaloki i had a comic layout twice i think and i noticed my followers count drop when i get it but i've been rer https://t.co/9eBs1tPGA3,akumaloki mic layout twice think noticed followers unt drop get rer ebs tpga,76,0,-1
2215,2019-07-16 00:31:19,RT @MCUPEPPER: say what yall want about gwyneth but she loved playing pepper potts and being apart of the mcu,mcupepper say yall want gwyneth loved playing pepper potts apa mcu,66,1,1
2216,2019-07-16 00:31:21,"Roses real dead pansies you true Batman Wars Jurassic The . , Day! Armagedon Ryan Hawk Iron Zone Potter Avengers Ca https://t.co/9yUP5QyUCt",roses real dead pansies true batman wars jurassic day armagedon ryan hawk iron zone potter avengers ca yup qyuct,112,1,-1
2217,2019-07-16 00:31:21,RT @XboxWire: Marvels Avengers looks to pave the way for a whole new adventure where were now in control of Earths mightiest heroes. htt,xboxwire marvels avengers looks pave way whole new adventure ntrol ea hs mightiest heroes htt,93,1,1
2218,2019-07-16 00:31:24,RT @ARROWwriters: Thank you SO MUCH to the @SaturnAwards1 for our nomination in the Best Superhero Television Series category! Were so h,arrowwriters thank much saturnawards nomination best superhero television series category h,91,1,1
2219,2019-07-16 00:31:27,RT @goshromanoff: thinking about natasha romanoff's character development.. she was trained to feel nothing. she was alone and her past is,goshromanoff thinking natasha romanoff character development trained feel nothing alone past,92,-1,1
2220,2019-07-16 00:31:27,"RT @celestialthor: locals who didnt watch the ant man movies are missing out on the badass that is hope van dyne, please stop sleeping on o",celestialthor locals didnt watch ant man movies missing badass hope van dyne please stop sleeping,97,-1,1
2221,2019-07-16 00:31:31,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
2222,2019-07-16 00:31:34,RT @caprogers1940: Are these yalls avengers? https://t.co/WZuTefkmwI,caprogers yalls avengers wzutefkmwi,35,0,0
2223,2019-07-16 00:31:34,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
2224,2019-07-16 00:31:34,RT @SharpestSniper: Juggernaut would crush iron monger like a tin can. This match is so one sided. https://t.co/wbTxRjvinG,sharpestsniper juggernaut would crush iron monger like tin match one sided wbtxrjving,85,0,1
2225,2019-07-16 00:31:34,RT @vivguard: Just want to remind yall that the smartest person in the mcu is a 16 y/o black girl and the smartest person in the comics 61,vivguard want remind yall sma est person mcu black girl sma est person mics,75,-1,1
2226,2019-07-16 00:31:35,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
2227,2019-07-16 00:31:37,"RT @widowsrxmanov: if only the avengers had mentioned natasha and dedicated the final battle to her like this, then it would've been 10x be",widowsrxmanov avengers mentioned natasha dedicated final battle like would x,76,0,1
2228,2019-07-16 00:31:37,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
2229,2019-07-16 00:31:38,"natasha romanoff: *breathes*
me: let me die for you",natasha romanoff breathes let die,33,0,-1
2230,2019-07-16 00:31:38,"RT @kaede75: @buckobornes That's because MCU is plot-driven instead of characters-driven. Characters do not react to what happens, they are",kaede buckobornes mcu plot driven instead characters driven characters react happens,84,0,0
2231,2019-07-16 00:31:38,"@itsjustanx Shit this why i love watching Marvel Movies there is so much hidden stuff, or background action.",itsjustanx shit love watching marvel movies much hidden stuff background action,79,1,1
2232,2019-07-16 00:31:42,RT @jesush1979: @mrsjamiehalsey I was inspired by your @starwars dice tower so here's a @Marvel avengers tower! How can I use this in my cl,jesush mrsjamiehalsey inspired starwars dice tower marvel avengers tower use cl,79,0,1
2233,2019-07-16 00:31:44,"RT @toxicbj: Thanos: making eggs 
The Avengers: https://t.co/YQ2cM90CC8",toxicbj thanos making eggs avengers yq cm cc,44,0,0
2234,2019-07-16 00:31:46,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
2235,2019-07-16 00:31:47,"RT @whitewolfbxrnes: i hate stan twitter. bitches be like i love the best mcu movie f*ck you, which one. https://t.co/CUFQaPrpUy",whitewolfbxrnes hate stan twitter bitches like love best mcu movie f ck one cufqaprpuy,86,1,1
2236,2019-07-16 00:31:48,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
2237,2019-07-16 00:31:50,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
2238,2019-07-16 00:31:51,RT @movieweb: We Love You 3000 Tour Announced to Celebrate 'Avengers: Endgame' and Its Fans  https://t.co/MOYE9F28yR,movieweb love tour announced celebrate avengers endgame fans moye f yr,70,1,1
2239,2019-07-16 00:31:53,Avengers Endgame: Robert Downey Jr SPEAKS OUT on Iron Man death and character development -- AVENGERS ENDGAME star https://t.co/twGSmvrpOU,avengers endgame robe downey jr speaks iron man death character development avengers endgame star twgsmvrpou,108,0,-1
2240,2019-07-16 00:31:53,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
2241,2019-07-16 00:31:54,@TheMBrand @ShutUpKaleena @HansZimmer There are many things I would like to change in the MCU but one of them is re https://t.co/cHFbBIuAXP,thembrand shutupkaleena hanszimmer many things would like change mcu one chfbbiuaxp,83,1,1
2242,2019-07-16 00:31:55,"Marvel Studios Celebrates The In-Home Release of ""Avengers: Endgame"" with the ""We Love You 3000"" Tour https://t.co/yZVAdGA3DF",marvel studios celebrates home release avengers endgame love tour yzvadga df,76,1,1
2243,2019-07-16 00:31:56,RT @hottoysofficial: I am still worthy. His appearance has changed but his heroism remains. Take a sneak peek at the more robust version,hottoysofficial still wo hy appearance changed heroism remains take sneak peek robust version,93,0,1
2244,2019-07-16 00:31:56,"RT @_shatou_: [cop au]

thor hasnt even gotten them dinner when officers romanoff and barton show up to take loki in for an interrogation.",shatou p au thor hasnt even gotten dinner officers romanoff ba show take loki interrogation,91,0,0
2245,2019-07-16 00:31:58,'No amount of money ever bought a second of time.' - Tony Stark (Avengers: Endgame),amount money ever bought se nd time tony stark avengers endgame,63,-1,0
2246,2019-07-16 00:31:58,"thor: *throws his hammer down on vision
vision:  https://t.co/0G2S3xVgFX",thor throws hammer vision vision g xvgfx,40,0,1
2247,2019-07-16 00:31:59,"RT @TenseiSasukeEdo: Raimi stans: Your Spider-Man sucks.
MCU stans: Your Spider-Man sucks.
TASM stans: Your Spider-Man sucks.
Me rn:
https:",tenseisasukeedo raimi stans spider man sucks mcu stans spider man sucks tasm stans spider man sucks rn,102,-1,-1
2248,2019-07-16 00:32:01,"RT @lokiana_: The Avengers (2012)
#Loki https://t.co/0uSdtC7395",lokiana avengers loki usdtc,27,0,0
2249,2019-07-16 00:32:01,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
2250,2019-07-16 00:32:02,Thor by Cary Nord https://t.co/QC4jEVDxEP,thor cary nord qc jevdxep,25,0,0
2251,2019-07-16 00:32:02,"@dannyschlitz here. Started an official account for #artistsassemble3000 . A little late I know, but wanted to have https://t.co/dGB8kam4nF",dannyschlitz sta ed official ac unt istsassemble little late know wanted dgb kam nf,83,-1,0
2252,2019-07-16 00:32:03,@MrNoFollowers @MrNiceGuy18_58 They've done him wrong in the mcu and it's a shame,mrnofollowers mrniceguy done wrong mcu shame,44,-1,-1
2253,2019-07-16 00:32:04,@NaijaBluey @Adamsayeni That must be avengers endgame,naijabluey adamsayeni must avengers endgame,43,0,0
2254,2019-07-16 00:32:06,RT @petermjned: im so happy that ffh got the highest audience score but holy shit captain marvel deserves better there are a LOT of mcu fil,petermjned im happy ffh got highest audience holy shit captain marvel deserves better lot mcu fil,97,1,1
2255,2019-07-16 00:32:08,RT @tomreillyart: An Avengers: Endgame commission from a bit ago that I forgot to post. I'm pretty sure it's safe to show this now! https:/,tomreillya avengers endgame mmission bit ago forgot post pretty sure safe show,78,1,1
2256,2019-07-16 00:32:08,"RT @_shatou_: [cop au]

youre lucky your pretty /boyfriend/ got your back, laufeyson.

wilson packs up the detector. thor slams the door",shatou p au youre lucky pretty boyfriend got back laufeyson wilson packs detector thor slams door,97,1,1
2257,2019-07-16 00:32:08,RT @LiamPayne: @MarkRuffalo @TomHolland1996 Filming avengers newgame,liampayne markruffalo tomholland filming avengers newgame,57,0,0
2258,2019-07-16 00:32:11,RT @mattshaw44: And I... am iron man https://t.co/iRDxmSjlQA,mattshaw iron man irdxmsjlqa,28,0,0
2259,2019-07-16 00:32:13,RT @77MCU: We Love You 3000 Tour #AvengersEndgame https://t.co/e8enNqTjg7,mcu love tour avengersendgame e ennqtjg,39,1,1
2260,2019-07-16 00:32:15,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
2261,2019-07-16 00:32:18,My review of Into the Spider-Verse (2018) https://t.co/a2fikVAdMW #movies #Spiderman #IntoTheSpiderVerse https://t.co/oGinf3MEXu,review spider verse fikvadmw movies spiderman intothespiderverse oginf mexu,75,0,0
2262,2019-07-16 00:32:19,@BarstoolHubbs Naaaa. Ill help him pack. Give me Thor.,barstoolhubbs naaaa ill help pack give thor,43,-1,0
2263,2019-07-16 00:32:20,"RT @stvrkrhodes: i hate when people say they love mcu's best movie. fuck you, which one? https://t.co/Y5IePNo7zy",stvrkrhodes hate people say love mcu best movie fuck one iepno zy,65,1,1
2264,2019-07-16 00:32:21,This part gives me the chills especially when capt says Avengers Assemble,pa gives chills especially capt says avengers assemble,54,0,0
2265,2019-07-16 00:32:26,i love u 3000,love u,6,1,1
2266,2019-07-16 00:32:26,RT @hyaened: mcu stans that want peter morgan cassie harley as young avengers vs mcu stans that want some random female characters as a-for,hyaened mcu stans want peter morgan cassie harley young avengers vs mcu stans want random female characters,107,-1,1
2267,2019-07-16 00:32:26,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
2268,2019-07-16 00:32:28,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
2269,2019-07-16 00:32:29,RT @vivguard: Just want to remind yall that the smartest person in the mcu is a 16 y/o black girl and the smartest person in the comics 61,vivguard want remind yall sma est person mcu black girl sma est person mics,75,-1,1
2270,2019-07-16 00:32:32,@Arminies CM being handed the keys to the MCU,arminies cm handed keys mcu,27,0,0
2271,2019-07-16 00:32:32,@azulapologist go after the mcu drag that fandom it needs it,azulapologist go mcu drag fandom needs,38,-1,-1
2272,2019-07-16 00:32:32,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
2273,2019-07-16 00:32:35,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
2274,2019-07-16 00:32:37,Iron Man x Batman x Real Life,iron man x batman x real life,29,1,0
2275,2019-07-16 00:32:39,"RT @snsdreceipts: The Farewell, the movie that Tiffany endorsed and booked a whole theatre for. Posted the highest per theatre average reve",snsdreceipts farewell movie tiffany endorsed booked whole theatre posted highest per theatre average reve,105,1,1
2276,2019-07-16 00:32:41,@ThunderT16 @Buds_All_Day @Conrguy @Carloumanati When Marvel decides to interject all this bullshit in front of the https://t.co/xkmLbnsLMG,thundert buds day conrguy carloumanati marvel decides interject bullshit front xkmlbnslmg,89,0,-1
2277,2019-07-16 00:32:40,Watching these Marvel movies like https://t.co/qejxX5zcNy,watching marvel movies like qejxx zcny,38,0,1
2278,2019-07-16 00:32:42,"RT @NYCKNP: @Twinkle_Fists Heck, Thor was living on Earth during the five year gap in Endgame and its not even his home planet. I expect C",nycknp twinkle fists heck thor living ea h five year gap endgame even home planet expect c,90,0,0
2279,2019-07-16 00:32:42,"RT @TenseiSasukeEdo: Raimi stans: Your Spider-Man sucks.
MCU stans: Your Spider-Man sucks.
TASM stans: Your Spider-Man sucks.
Me rn:
https:",tenseisasukeedo raimi stans spider man sucks mcu stans spider man sucks tasm stans spider man sucks rn,102,-1,-1
2280,2019-07-16 00:32:47,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
2281,2019-07-16 00:32:47,RT @Twinkle_Fists: @NYCKNP Yes! She could be the leader at the Oakland HQ (I think thats what they were hinting at at the end of BP: west,twinkle fists nycknp yes uld leader oakland hq think thats hinting end bp west,78,0,1
2282,2019-07-16 00:32:49,RT @stuckmarvel: just a reminder that this entire scene is an honor to natasha romanoff. she was the one that paved the way for female supe,stuckmarvel reminder entire scene honor natasha romanoff one paved way female supe,82,0,1
2283,2019-07-16 00:32:49,RT @necrologies: just saw someone say they dont want the x-men introduced into the mcu cuz they dont want the x-men becoming mainstream,necrologies saw someone say dont want x men introduced mcu cuz dont want x men ming mainstream,94,0,-1
2284,2019-07-16 00:32:52,"RT @chanbaektwts: Baekhyun: I like someone who wears yellow shirt and jeans! My favorite color is red! I love Iron Man too!!!

Chanyeol: ht",chanbaektwts baekhyun like someone wears yellow shi jeans favorite lor red love iron man chanyeol ht,100,1,1
2285,2019-07-16 00:32:52,RT @pomkIementieff: pom klementieff behind the scenes of avengers endgame https://t.co/CwoRjhBluJ,pomkiementieff pom klementieff behind scenes avengers endgame cworjhbluj,72,-1,0
2286,2019-07-16 00:32:52,so were finally seeing peter parker,finally seeing peter parker,27,0,0
2287,2019-07-16 00:32:56,@LSupes @PeteSpideyTalk Geez now I know why Iron Mans eyes usually glow. That look is just off putting.,lsupes petespideytalk geez know iron mans eyes usually glow look putting,72,-1,0
2288,2019-07-16 00:32:59,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
2289,2019-07-16 00:33:00,"RT @GameSpot: Avengers: Endgame's directors are going on tour for some reason...

 https://t.co/pBd0Fl6GZI https://t.co/dZC7pNB5wX",gamespot avengers endgame directors going tour reason pbd fl gzi dzc pnb wx,75,0,0
2290,2019-07-16 00:33:00,RT @LiamPayne: @MarkRuffalo @TomHolland1996 Filming avengers newgame,liampayne markruffalo tomholland filming avengers newgame,57,0,0
2291,2019-07-16 00:33:01,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
2292,2019-07-16 00:33:01,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
2293,2019-07-16 00:33:04,This is hilarious but also gave me a headache how do people watch movies in India,hilarious also gave headache people watch movies india,54,1,1
2294,2019-07-16 00:33:07,"RT @woIvern: tony stark: and i am iron man *snaps*

me: https://t.co/LQlhuE4waf",woivern tony stark iron man snaps lqlhue waf,44,-1,0
2295,2019-07-16 00:33:08,RT @neIliescrain: the first female superhero to have her name in an mcu film title and the first female superhero to have a solo film in on,neiliescrain first female superhero name mcu film title first female superhero solo film,88,1,0
2296,2019-07-16 00:33:09,"RT @nsrbxx_: VOCAL GOD, KING OF THE CHARTS, BUSAN BOY, MR. DADDY LONG LEGS, THOR'S DAD &amp; SAVIOR, OUR MOCHI DDEUNG, AND THE ONE AND ONLY MAK",nsrbxx vocal god king cha busan boy mr daddy long legs thor dad amp savior mochi ddeung one mak,95,-1,1
2297,2019-07-16 00:33:10,RT @letstalkCyclops: When People say Cyclops should join the Avengers and I am like this is what he would say.. https://t.co/0r4vTLrAb7,letstalkcyclops people say cyclops join avengers like would say r vtlrab,72,0,1
2298,2019-07-16 00:33:11,RT @PEPPERP0TTS: jon favreau explaining to gwyneth paltrow that they were in spider-man: homecoming because she thought they were filming t,pepperp tts jon favreau explaining gwyneth paltrow spider man home ming thought filming,87,0,0
2299,2019-07-16 00:33:12,RT @vivguard: Just want to remind yall that the smartest person in the mcu is a 16 y/o black girl and the smartest person in the comics 61,vivguard want remind yall sma est person mcu black girl sma est person mics,75,-1,1
2300,2019-07-16 00:33:13,"RT @ComicBookNOW: AVENGERS: ENDGAME and AQUAMAN lead 2019 SATURN AWARDS nominations:

https://t.co/w46DMWCofR https://t.co/m8wvMVWZq8",comicbooknow avengers endgame aquaman lead saturn awards nominations w dmwcofr wvmvwzq,86,0,1
2301,2019-07-16 00:33:13,"RT @widowsrxmanov: if only the avengers had mentioned natasha and dedicated the final battle to her like this, then it would've been 10x be",widowsrxmanov avengers mentioned natasha dedicated final battle like would x,76,0,1
2302,2019-07-16 00:33:17,@ImThorPuppyPaul Hi Thor,imthorpuppypaul hi thor,23,0,0
2303,2019-07-16 00:33:17,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
2304,2019-07-16 00:33:18,"RT @EdwinTheAce: Heard it all now apparently WC is antifa now, what a fucking joke. Almost as big a joke as creators who claim to they don'",edwintheace heard apparently wc antifa fucking joke almost big joke creators claim,82,-1,1
2305,2019-07-16 00:33:20,RT @caprogers1940: Are these yalls avengers? https://t.co/WZuTefkmwI,caprogers yalls avengers wzutefkmwi,35,0,0
2306,2019-07-16 00:33:21,@Reyllos He cant die. Itll be worse than Iron Man dying I tell you.,reyllos cant die itll worse iron man dying tell,47,-1,1
2307,2019-07-16 00:33:23,RT @adoringis: Watching marvels sisterhood makes me think about how much Gwyneth loved to play Pepper Potts. She understood her character,adoringis watching marvels sisterhood makes think much gwyneth loved play pepper potts understood character,107,1,1
2308,2019-07-16 00:33:24,Jesus,jesus,5,0,0
2309,2019-07-16 00:33:25,RT @LiamPayne: @MarkRuffalo @TomHolland1996 Filming avengers newgame,liampayne markruffalo tomholland filming avengers newgame,57,0,0
2310,2019-07-16 00:33:25,*Avengers theme plays*,avengers theme plays,20,0,1
2311,2019-07-16 00:33:26,RT @flkrofhemsworth: if Liam Payne says he wants a new movie instead of Endgame then you make a new one https://t.co/7rA7se1B56,flkrofhemswo h liam payne says wants new movie instead endgame make new one ra se b,83,1,0
2312,2019-07-16 00:33:26,RT @FilmEasterEggs: The Incredibles  Avengers: Infinity War https://t.co/Gw7MkeUb7D,filmeastereggs incredibles avengers infinity war gw mkeub,57,0,-1
2313,2019-07-16 00:33:27,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
2314,2019-07-16 00:33:27,"RT @nsrbxx_: VOCAL GOD, KING OF THE CHARTS, BUSAN BOY, MR. DADDY LONG LEGS, THOR'S DAD &amp; SAVIOR, OUR MOCHI DDEUNG, AND THE ONE AND ONLY MAK",nsrbxx vocal god king cha busan boy mr daddy long legs thor dad amp savior mochi ddeung one mak,95,-1,1
2315,2019-07-16 00:33:27,RT @karyntingz: Avengers End Game 2019 rerelease https://t.co/2aHZ601QDl,karyntingz avengers end game rerelease ahz qdl,46,-1,0
2316,2019-07-16 00:33:28,RT @dayaology: daily reminder that mcu peter and mj are boyfriend and girlfriend,dayaology daily reminder mcu peter mj boyfriend girlfriend,58,0,0
2317,2019-07-16 00:33:28,"RT @TenseiSasukeEdo: Raimi stans: Your Spider-Man sucks.
MCU stans: Your Spider-Man sucks.
TASM stans: Your Spider-Man sucks.
Me rn:
https:",tenseisasukeedo raimi stans spider man sucks mcu stans spider man sucks tasm stans spider man sucks rn,102,-1,-1
2318,2019-07-16 00:33:28,RT @notjuicyj: @MarkRuffalo @TomHolland1996 Iron Man resurrection circle,notjuicyj markruffalo tomholland iron man resurrection circle,61,0,0
2319,2019-07-16 00:33:28,RT @Arminies: MCU Spidey does not even have Spidey Sense they said... he just out Sensed the 2 previous live action version in this glori,arminies mcu spidey even spidey sense said sensed previous live action version glori,84,1,0
2320,2019-07-16 00:33:31,"RT @SOCAL_IRONGOD: Highest Thor Meterless Combo #PS4share

https://t.co/PwgVGMmSYS https://t.co/fyX0L1kyig",socal irongod highest thor meterless combo ps share pwgvgmmsys fyx l kyig,73,0,1
2321,2019-07-16 00:33:33,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
2322,2019-07-16 00:33:35,i miss thor and valkyrie,miss thor valkyrie,18,0,-1
2323,2019-07-16 00:33:35,"RT @marvxlsthor: *lightning strikes, thunder roars*

thor stans knowing thor is in our presence: https://t.co/h9gM2sxA8Z",marvxlsthor lightning strikes thunder roars thor stans knowing thor presence h gm sxa z,87,0,-1
2324,2019-07-16 00:33:35,"RT @Thebuljso: @levitateurhi @ComicBookNOW He was part of the ""warriors"" 3 in thor 2/3.",thebuljso levitateurhi comicbooknow pa warriors thor,52,0,0
2325,2019-07-16 00:33:36,Our First Look at a New Avengers Adventure - #Xbox Wire #XboxOne https://t.co/NQYPOil8r3,first look new avengers adventure xbox wire xboxone nqypoil r,61,1,1
2326,2019-07-16 00:33:37,RT @LiamPayne: @MarkRuffalo @TomHolland1996 Filming avengers newgame,liampayne markruffalo tomholland filming avengers newgame,57,0,0
2327,2019-07-16 00:33:40,RT @neIliescrain: the first female superhero to have her name in an mcu film title and the first female superhero to have a solo film in on,neiliescrain first female superhero name mcu film title first female superhero solo film,88,1,0
2328,2019-07-16 00:33:40,the universe really loves to torture me,universe really loves ure,25,1,1
2329,2019-07-16 00:33:42,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
2330,2019-07-16 00:33:43,RT @nowgiveusakiss: Thor 2011 Loki is so t i n y https://t.co/Ana9y07Lwm,nowgiveusakiss thor loki n ana lwm,34,0,0
2331,2019-07-16 00:33:43,RT @CaptMarvelNews: O-M-G! The Women of the MCU Bonus Feature from the Avengers Endgame Blu-Ray!! #CaptainMarvel https://t.co/bu4IlQd0cj,captmarvelnews g women mcu bonus feature avengers endgame blu ray captainmarvel bu ilqd cj,90,0,1
2332,2019-07-16 00:33:44,RT @califira: tom came up with the idea of recreating this scene and went back to watch iron man 1 to learn roberts movements. if this doe,califira tom came idea recreating scene went back watch iron man learn robe movements doe,89,0,0
2333,2019-07-16 00:33:45,"RT @GameSpot: Avengers: Endgame's directors are going on tour for some reason...

 https://t.co/pBd0Fl6GZI https://t.co/dZC7pNB5wX",gamespot avengers endgame directors going tour reason pbd fl gzi dzc pnb wx,75,0,0
2334,2019-07-16 00:33:46,RT @CaptMarvelNews: O-M-G! The Women of the MCU Bonus Feature from the Avengers Endgame Blu-Ray!! #CaptainMarvel https://t.co/bu4IlQd0cj,captmarvelnews g women mcu bonus feature avengers endgame blu ray captainmarvel bu ilqd cj,90,0,1
2335,2019-07-16 00:33:49,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
2336,2019-07-16 00:33:50,"@xXRAZIEL855XX Either way, MCU has their hands full with the new characters from FOX. I can't imagine Sony completely cutting ties though.",xxraziel xx either way mcu hands full new characters fox imagine sony mpletely cutting ties though,98,-1,-1
2337,2019-07-16 00:33:50,"RT @slaegiass: Thor: Rogers is a good and honorable warrior, and a close friend of mine.
Loki: And don't forget how handsome and beefy he i",slaegiass thor rogers good honorable warrior close friend mine loki forget handsome beefy,89,1,1
2338,2019-07-16 00:33:52,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
2339,2019-07-16 00:33:52,"@BostonStrong_34 Probably wont work, but if I was Dombrowski I would see if the Mets would entertain Thor for Jackie Bradley and Porcello.",bostonstrong probably wont work dombrowski would see mets would ente thor jackie bradley porcello,97,0,0
2340,2019-07-16 00:33:53,RT @marvelousxoxo: Thors entrance In Wakanda still remains superior. https://t.co/4nH1HvJgSD,marvelousxoxo thors entrance wakanda still remains superior nh hvjgsd,69,1,1
2341,2019-07-16 00:33:54,bro one of my friends come with me to copacabana man...my iron is low and im craving red meat,bro one friends pacabana man iron low im craving red meat,57,0,1
2342,2019-07-16 00:33:57,RT @cassettelang: this is a good time to remind you that emily blunt was almost the mcu's black widow https://t.co/tJh953D74B,cassettelang good time remind emily blunt almost mcu black widow tjh b,70,1,1
2343,2019-07-16 00:33:57,RT @LiamPayne: @MarkRuffalo @TomHolland1996 Filming avengers newgame,liampayne markruffalo tomholland filming avengers newgame,57,0,0
2344,2019-07-16 00:33:58,tom chilling in the back like thats my moms,tom chilling back like thats moms,33,-1,1
